Order Date,Ship Mode,Segment,Region,Category,Sales
28/10/2015,First Class,Corporate,West,Furniture,616.998
28/10/2015,First Class,Corporate,West,Office Supplies,141.4
25/11/2018,Second Class,Home Office,Central,Office Supplies,501.81
22/09/2018,First Class,Consumer,South,Office Supplies,691.96
22/09/2018,First Class,Consumer,South,Technology,34.95
04/12/2016,Standard Class,Corporate,Central,Office Supplies,85.96
21/09/2016,Same Day,Home Office,East,Furniture,85.3
26/11/2018,First Class,Consumer,Central,Office Supplies,33.568
06/06/2018,Standard Class,Home Office,West,Furniture,4.95
06/06/2018,Standard Class,Home Office,West,Office Supplies,26.4
23/10/2018,Second Class,Consumer,Central,Office Supplies,3.564
23/10/2018,Second Class,Consumer,Central,Technology,823.96
23/10/2018,Second Class,Consumer,Central,Office Supplies,10.272
20/12/2015,Same Day,Consumer,West,Technology,447.944
17/02/2018,Standard Class,Home Office,Central,Furniture,480.96
17/02/2018,Standard Class,Home Office,Central,Technology,124.792
03/05/2015,Standard Class,Consumer,East,Office Supplies,40.176
03/05/2015,Standard Class,Consumer,East,Office Supplies,10.896
17/10/2018,Second Class,Consumer,West,Office Supplies,10.64
28/11/2016,Standard Class,Consumer,Central,Furniture,151.96
27/07/2015,Second Class,Consumer,West,Technology,238.0
23/04/2018,Second Class,Consumer,Central,Technology,155.34
23/10/2016,Second Class,Consumer,West,Technology,148.32
23/10/2016,Second Class,Consumer,West,Furniture,240.784
23/10/2016,Second Class,Consumer,West,Furniture,191.968
23/10/2016,Second Class,Consumer,West,Office Supplies,11.56
23/10/2016,Second Class,Consumer,West,Office Supplies,11.8
23/10/2016,Second Class,Consumer,West,Furniture,842.352
05/09/2017,Second Class,Consumer,South,Office Supplies,23.472
05/09/2017,Second Class,Consumer,South,Office Supplies,86.058
05/09/2017,Second Class,Consumer,South,Technology,108.784
05/09/2017,Second Class,Consumer,South,Office Supplies,10.272
28/10/2017,Standard Class,Consumer,South,Office Supplies,38.19
05/04/2015,First Class,Corporate,Central,Office Supplies,49.632
05/04/2015,First Class,Corporate,Central,Office Supplies,52.096
15/06/2016,Standard Class,Consumer,West,Office Supplies,9.568
15/06/2016,Standard Class,Consumer,West,Office Supplies,82.368
15/06/2016,Standard Class,Consumer,West,Furniture,364.704
15/06/2016,Standard Class,Consumer,West,Furniture,40.256
05/07/2015,Standard Class,Corporate,South,Office Supplies,4.368
29/01/2018,Standard Class,Consumer,Central,Office Supplies,12.128
03/03/2017,Second Class,Consumer,Central,Technology,134.85
02/06/2015,Standard Class,Consumer,South,Office Supplies,8.56
02/06/2015,Standard Class,Consumer,South,Technology,239.97
02/06/2015,Standard Class,Consumer,South,Office Supplies,356.94
24/11/2017,Standard Class,Corporate,West,Technology,659.9
24/11/2017,Standard Class,Corporate,West,Furniture,1684.752
24/11/2017,Standard Class,Corporate,West,Technology,559.92
10/11/2017,Standard Class,Consumer,Central,Technology,279.944
22/11/2015,Standard Class,Home Office,Central,Office Supplies,9.98
01/05/2018,Standard Class,Home Office,South,Technology,48.9
07/12/2018,Standard Class,Corporate,Central,Office Supplies,3.552
07/12/2018,Standard Class,Corporate,Central,Office Supplies,15.552
30/11/2018,Standard Class,Consumer,Central,Office Supplies,2.368
07/12/2018,First Class,Consumer,East,Technology,127.984
03/01/2016,Standard Class,Corporate,Central,Office Supplies,10.368
14/11/2016,Standard Class,Home Office,East,Technology,47.984
02/10/2016,Second Class,Home Office,West,Office Supplies,270.34
05/04/2016,Standard Class,Home Office,East,Office Supplies,98.112
05/04/2016,Standard Class,Home Office,East,Office Supplies,563.808
05/04/2016,Standard Class,Home Office,East,Office Supplies,10.428
05/04/2016,Standard Class,Home Office,East,Furniture,547.136
05/04/2016,Standard Class,Home Office,East,Technology,14.85
05/04/2016,Standard Class,Home Office,East,Technology,41.988
05/04/2016,Standard Class,Home Office,East,Furniture,7.584
05/04/2016,Standard Class,Home Office,East,Furniture,352.45
05/06/2018,First Class,Consumer,Central,Technology,470.376
18/09/2018,Standard Class,Corporate,East,Office Supplies,19.44
18/09/2018,Standard Class,Corporate,East,Furniture,9.82
18/07/2018,Standard Class,Consumer,West,Furniture,801.6
18/07/2018,Standard Class,Consumer,West,Furniture,161.568
18/07/2018,Standard Class,Consumer,West,Office Supplies,16.096
18/07/2018,Standard Class,Consumer,West,Office Supplies,7.656
18/07/2018,Standard Class,Consumer,West,Furniture,311.976
01/12/2016,Standard Class,Corporate,South,Office Supplies,61.68
01/12/2016,Standard Class,Corporate,South,Office Supplies,63.96
28/06/2017,Second Class,Consumer,Central,Technology,359.976
28/08/2018,Standard Class,Consumer,Central,Office Supplies,25.344
28/08/2018,Standard Class,Consumer,Central,Office Supplies,26.72
17/09/2015,Standard Class,Consumer,West,Office Supplies,30.28
17/09/2015,Standard Class,Consumer,West,Office Supplies,57.93
17/09/2015,Standard Class,Consumer,West,Furniture,35.34
17/09/2015,Standard Class,Consumer,West,Office Supplies,137.24
14/03/2017,First Class,Consumer,Central,Furniture,241.332
14/03/2017,First Class,Consumer,Central,Office Supplies,5.184
14/03/2017,First Class,Consumer,Central,Office Supplies,145.544
26/08/2017,Standard Class,Corporate,East,Office Supplies,5.472
26/08/2017,Standard Class,Corporate,East,Technology,47.984
02/09/2018,Standard Class,Consumer,West,Office Supplies,9.4
02/09/2018,Standard Class,Consumer,West,Office Supplies,74.0
02/09/2018,Standard Class,Consumer,West,Technology,201.584
16/06/2016,Standard Class,Consumer,Central,Office Supplies,28.752
16/06/2016,Standard Class,Consumer,Central,Office Supplies,27.216
16/06/2016,Standard Class,Consumer,Central,Furniture,197.372
10/12/2017,Same Day,Consumer,Central,Furniture,1424.9
18/05/2018,Standard Class,Consumer,East,Furniture,14.56
18/05/2018,Standard Class,Consumer,East,Office Supplies,3.048
27/05/2018,Second Class,Consumer,South,Office Supplies,25.92
23/06/2017,Standard Class,Consumer,East,Office Supplies,835.17
16/05/2017,Second Class,Consumer,West,Office Supplies,17.34
18/11/2018,Standard Class,Consumer,South,Office Supplies,44.384
18/11/2018,Standard Class,Consumer,South,Office Supplies,2.944
18/11/2017,Standard Class,Home Office,Central,Office Supplies,6.368
18/11/2017,Standard Class,Home Office,Central,Office Supplies,48.848
18/11/2017,Standard Class,Home Office,Central,Office Supplies,19.648
18/11/2017,Standard Class,Home Office,Central,Furniture,255.108
28/11/2015,Second Class,Consumer,East,Office Supplies,17.248
01/03/2017,Standard Class,Corporate,West,Technology,159.984
15/01/2018,Standard Class,Consumer,East,Office Supplies,12.7
04/04/2015,Standard Class,Consumer,Central,Furniture,5.47
04/04/2015,Standard Class,Consumer,Central,Office Supplies,79.36
26/06/2017,Standard Class,Consumer,West,Furniture,22.14
29/05/2017,Standard Class,Consumer,South,Office Supplies,11.277
29/05/2017,Standard Class,Consumer,South,Office Supplies,4.448
29/05/2017,Standard Class,Consumer,South,Furniture,44.76
19/10/2016,Standard Class,Corporate,Central,Office Supplies,38.28
19/10/2016,Standard Class,Corporate,Central,Technology,149.95
19/02/2018,First Class,Home Office,West,Office Supplies,12.84
19/02/2018,First Class,Home Office,West,Furniture,44.67
22/09/2017,Standard Class,Consumer,East,Office Supplies,7.872
12/11/2015,Second Class,Corporate,South,Office Supplies,7.872
01/04/2017,Standard Class,Consumer,East,Office Supplies,88.04
20/05/2017,First Class,Home Office,West,Office Supplies,40.635
01/06/2016,Standard Class,Corporate,Central,Office Supplies,5.728
01/06/2016,Standard Class,Corporate,Central,Office Supplies,42.24
22/11/2015,Standard Class,Consumer,West,Office Supplies,53.82
22/02/2016,Second Class,Home Office,Central,Office Supplies,79.36
29/03/2017,Standard Class,Consumer,East,Office Supplies,13.48
29/03/2017,Standard Class,Consumer,East,Office Supplies,29.8
29/03/2017,Standard Class,Consumer,East,Furniture,414.0
29/03/2017,Standard Class,Consumer,East,Office Supplies,41.328
22/10/2017,First Class,Consumer,South,Furniture,39.92
02/10/2018,Standard Class,Home Office,West,Office Supplies,8.94
02/10/2018,Standard Class,Home Office,West,Technology,84.784
23/12/2015,Standard Class,Corporate,East,Furniture,53.316
23/12/2015,Standard Class,Corporate,East,Office Supplies,56.52
15/12/2018,Standard Class,Home Office,West,Furniture,22.77
07/07/2017,Second Class,Consumer,West,Furniture,287.968
07/07/2017,Second Class,Consumer,West,Technology,2799.96
07/07/2017,Second Class,Consumer,West,Office Supplies,48.94
17/04/2017,Standard Class,Consumer,West,Furniture,257.499
08/04/2018,Standard Class,Home Office,East,Office Supplies,2591.56
08/04/2018,Standard Class,Home Office,East,Office Supplies,41.95
17/04/2017,Standard Class,Corporate,South,Furniture,79.12
25/11/2015,Second Class,Consumer,East,Furniture,52.96
03/11/2015,Standard Class,Consumer,East,Office Supplies,286.344
01/05/2016,Standard Class,Corporate,South,Furniture,63.552
01/05/2016,Standard Class,Corporate,South,Office Supplies,41.376
01/05/2016,Standard Class,Corporate,South,Office Supplies,172.704
08/03/2016,Standard Class,Consumer,Central,Furniture,512.94
08/03/2016,Standard Class,Consumer,Central,Furniture,860.93
08/03/2016,Standard Class,Consumer,Central,Technology,769.95
08/03/2016,Standard Class,Consumer,Central,Office Supplies,14.98
08/03/2016,Standard Class,Consumer,Central,Furniture,373.08
17/07/2016,Second Class,Corporate,South,Furniture,231.92
11/10/2015,Standard Class,Home Office,West,Furniture,63.47
11/10/2015,Standard Class,Home Office,West,Technology,345.0
03/03/2017,Standard Class,Consumer,Central,Furniture,637.896
03/03/2017,Standard Class,Consumer,Central,Technology,287.91
03/03/2017,Standard Class,Consumer,Central,Office Supplies,36.6
10/12/2016,Standard Class,Consumer,South,Office Supplies,1.78
10/12/2016,Standard Class,Consumer,South,Office Supplies,25.92
10/12/2016,Standard Class,Consumer,South,Technology,101.94
18/12/2016,Standard Class,Corporate,West,Office Supplies,6.848
01/01/2018,Standard Class,Consumer,West,Furniture,474.43
21/11/2018,First Class,Consumer,East,Office Supplies,8.448
21/11/2018,First Class,Consumer,East,Office Supplies,39.296
22/12/2016,Standard Class,Home Office,Central,Office Supplies,17.12
23/08/2016,Standard Class,Consumer,South,Office Supplies,542.94
23/08/2016,Standard Class,Consumer,South,Office Supplies,8.64
23/08/2016,Standard Class,Consumer,South,Office Supplies,193.8
23/08/2016,Standard Class,Consumer,South,Office Supplies,21.4
23/08/2016,Standard Class,Consumer,South,Office Supplies,97.88
23/08/2016,Standard Class,Consumer,South,Technology,251.91
23/08/2016,Standard Class,Consumer,South,Office Supplies,25.86
22/06/2015,Standard Class,Consumer,East,Furniture,170.058
22/06/2015,Standard Class,Consumer,East,Technology,82.782
22/06/2015,Standard Class,Consumer,East,Furniture,853.93
27/10/2018,First Class,Corporate,West,Furniture,556.665
27/10/2018,First Class,Corporate,West,Technology,95.84
11/08/2018,First Class,Corporate,Central,Office Supplies,29.664
11/08/2018,First Class,Corporate,Central,Office Supplies,9.184
11/08/2018,First Class,Corporate,Central,Technology,153.584
11/08/2018,First Class,Corporate,Central,Office Supplies,12.864
24/12/2018,Standard Class,Consumer,South,Technology,479.97
24/12/2018,Standard Class,Consumer,South,Furniture,232.88
26/09/2017,Standard Class,Home Office,West,Office Supplies,236.88
26/09/2017,Standard Class,Home Office,West,Office Supplies,29.9
26/09/2017,Standard Class,Home Office,West,Technology,100.0
12/12/2017,Same Day,Corporate,East,Office Supplies,18.693
12/12/2017,Same Day,Corporate,East,Technology,383.952
28/12/2016,Standard Class,Consumer,Central,Office Supplies,24.816
29/12/2015,Standard Class,Corporate,West,Furniture,24.9
29/12/2015,Standard Class,Corporate,West,Office Supplies,21.12
29/12/2015,Standard Class,Corporate,West,Technology,767.952
29/12/2015,Standard Class,Corporate,West,Office Supplies,14.352
29/12/2015,Standard Class,Corporate,West,Technology,191.976
29/12/2015,Standard Class,Corporate,West,Office Supplies,274.77
29/12/2015,Standard Class,Corporate,West,Furniture,70.56
25/06/2016,Standard Class,Consumer,West,Furniture,204.85
02/04/2016,Standard Class,Corporate,Central,Office Supplies,9.156
21/10/2018,Standard Class,Consumer,Central,Office Supplies,23.992
16/07/2016,First Class,Corporate,East,Office Supplies,80.88
16/07/2016,First Class,Corporate,East,Technology,599.9
24/06/2018,Second Class,Consumer,East,Furniture,276.69
24/06/2018,Second Class,Consumer,East,Furniture,172.764
29/09/2015,Standard Class,Corporate,East,Office Supplies,4.224
29/09/2015,Standard Class,Corporate,East,Furniture,409.272
29/09/2015,Standard Class,Corporate,East,Office Supplies,55.44
29/09/2015,Standard Class,Corporate,East,Office Supplies,20.928
29/09/2015,Standard Class,Corporate,East,Office Supplies,1801.632
29/09/2015,Standard Class,Corporate,East,Furniture,67.176
24/11/2015,Standard Class,Consumer,Central,Office Supplies,646.2
20/11/2016,Standard Class,Consumer,West,Technology,72.744
20/11/2016,Standard Class,Consumer,West,Furniture,572.16
01/11/2017,Standard Class,Consumer,Central,Technology,68.112
17/09/2016,First Class,Corporate,West,Office Supplies,25.032
10/03/2017,Standard Class,Consumer,East,Technology,39.992
23/06/2015,First Class,Consumer,South,Office Supplies,20.016
23/06/2015,First Class,Consumer,South,Office Supplies,3.104
01/11/2015,Standard Class,Corporate,South,Office Supplies,7.52
01/11/2015,Standard Class,Corporate,South,Office Supplies,10.272
01/11/2015,Standard Class,Corporate,South,Office Supplies,47.808
01/11/2015,Standard Class,Corporate,South,Technology,978.84
28/08/2017,First Class,Consumer,Central,Office Supplies,13.14
28/08/2017,First Class,Consumer,Central,Office Supplies,10.024
28/08/2017,First Class,Consumer,Central,Furniture,156.3728
06/12/2016,Second Class,Home Office,Central,Technology,999.98
24/09/2016,First Class,Home Office,Central,Technology,821.94
15/11/2018,Standard Class,Consumer,South,Furniture,220.064
15/11/2018,Standard Class,Consumer,South,Furniture,339.136
19/12/2016,Second Class,Corporate,Central,Office Supplies,7.04
19/12/2016,Second Class,Corporate,Central,Office Supplies,5.04
19/12/2016,Second Class,Corporate,Central,Office Supplies,116.28
21/12/2016,First Class,Consumer,South,Technology,47.976
25/09/2017,Standard Class,Corporate,West,Office Supplies,60.048
25/09/2017,Standard Class,Corporate,West,Office Supplies,5.022
24/06/2018,Standard Class,Corporate,Central,Office Supplies,182.994
24/06/2018,Standard Class,Corporate,Central,Office Supplies,10.272
07/09/2018,First Class,Home Office,West,Office Supplies,7.857
04/08/2017,Second Class,Corporate,West,Technology,302.384
04/08/2017,Second Class,Corporate,West,Office Supplies,20.952
04/08/2017,Second Class,Corporate,West,Office Supplies,11.784
19/08/2015,Standard Class,Consumer,South,Furniture,638.82
01/04/2017,Standard Class,Corporate,East,Office Supplies,20.7
01/04/2017,Standard Class,Corporate,East,Office Supplies,10.95
01/04/2017,Standard Class,Corporate,East,Office Supplies,14.352
16/05/2018,First Class,Consumer,East,Office Supplies,221.024
24/08/2016,Standard Class,Consumer,South,Technology,3080.0
24/08/2016,Standard Class,Consumer,South,Technology,79.96
24/08/2016,Standard Class,Consumer,South,Technology,587.97
23/09/2015,Standard Class,Consumer,Central,Office Supplies,32.4
23/09/2015,Standard Class,Consumer,Central,Office Supplies,404.9
23/09/2015,Standard Class,Consumer,Central,Office Supplies,9449.95
23/09/2015,Standard Class,Consumer,Central,Office Supplies,12.94
19/06/2018,Standard Class,Consumer,Central,Office Supplies,2.264
19/06/2018,Standard Class,Consumer,Central,Office Supplies,0.444
19/06/2018,Standard Class,Consumer,Central,Office Supplies,146.176
21/12/2018,Same Day,Home Office,Central,Furniture,15.92
07/08/2018,Standard Class,Consumer,West,Technology,159.96
07/08/2018,Standard Class,Consumer,West,Office Supplies,13.76
22/08/2017,Standard Class,Consumer,Central,Office Supplies,4.312
07/09/2016,Same Day,Consumer,East,Office Supplies,13.96
07/09/2016,Same Day,Consumer,East,Furniture,27.414
25/12/2016,Standard Class,Corporate,Central,Technology,73.98
25/12/2016,Standard Class,Corporate,Central,Furniture,160.98
25/12/2016,Standard Class,Corporate,Central,Office Supplies,17.34
25/12/2016,Standard Class,Corporate,Central,Office Supplies,3.28
02/05/2016,Standard Class,Corporate,Central,Office Supplies,8.856
02/05/2016,Standard Class,Corporate,Central,Technology,158.376
24/11/2017,First Class,Consumer,West,Office Supplies,1219.96
24/11/2016,Standard Class,Consumer,West,Office Supplies,3.168
24/11/2016,Standard Class,Consumer,West,Office Supplies,19.44
24/11/2016,Standard Class,Consumer,West,Office Supplies,454.86
24/11/2016,Standard Class,Consumer,West,Office Supplies,91.392
04/09/2018,Standard Class,Consumer,East,Technology,19.04
11/05/2018,Same Day,Consumer,West,Office Supplies,37.44
11/05/2018,Same Day,Consumer,West,Office Supplies,37.59
11/05/2018,Same Day,Consumer,West,Office Supplies,26.032
11/05/2015,Standard Class,Corporate,East,Office Supplies,35.91
27/07/2018,Second Class,Consumer,South,Furniture,91.032
06/05/2018,First Class,Consumer,South,Office Supplies,54.66
19/09/2015,Standard Class,Consumer,South,Office Supplies,67.344
19/09/2015,Standard Class,Consumer,South,Technology,2624.985
29/03/2016,Standard Class,Consumer,West,Office Supplies,73.28
18/11/2015,Standard Class,Corporate,Central,Office Supplies,14.48
02/07/2016,Standard Class,Consumer,South,Office Supplies,11.952
02/07/2016,Standard Class,Consumer,South,Office Supplies,15.552
08/09/2015,Standard Class,Consumer,South,Office Supplies,45.0
08/09/2015,Standard Class,Consumer,South,Technology,209.97
02/10/2018,Standard Class,Home Office,West,Office Supplies,112.12
02/10/2018,Standard Class,Home Office,West,Office Supplies,1575.14
19/11/2018,Standard Class,Consumer,South,Office Supplies,25.06
30/12/2017,First Class,Corporate,Central,Office Supplies,6.924
01/12/2018,First Class,Consumer,East,Office Supplies,37.392
01/12/2018,First Class,Consumer,East,Furniture,79.12
13/06/2017,Standard Class,Consumer,Central,Office Supplies,18.9
19/05/2015,Standard Class,Consumer,Central,Office Supplies,57.42
30/01/2018,Standard Class,Home Office,West,Office Supplies,12.74
30/01/2018,Standard Class,Home Office,West,Office Supplies,8.82
30/01/2018,Standard Class,Home Office,West,Furniture,120.784
28/11/2016,Standard Class,Consumer,East,Furniture,322.59
23/10/2018,Standard Class,Consumer,Central,Office Supplies,9.762
23/10/2018,Standard Class,Consumer,Central,Office Supplies,13.72
23/10/2018,Standard Class,Consumer,Central,Technology,55.2
23/10/2018,Standard Class,Consumer,Central,Office Supplies,259.136
07/09/2018,Standard Class,Consumer,East,Office Supplies,29.24
07/09/2018,Standard Class,Consumer,East,Office Supplies,15.552
07/09/2018,Standard Class,Consumer,East,Office Supplies,4.896
29/12/2017,Standard Class,Corporate,South,Office Supplies,38.088
29/12/2017,Standard Class,Corporate,South,Office Supplies,2.808
05/12/2016,Second Class,Consumer,East,Technology,47.984
05/12/2016,Second Class,Consumer,East,Office Supplies,26.064
01/11/2015,Standard Class,Corporate,Central,Office Supplies,15.696
16/04/2017,Standard Class,Consumer,South,Office Supplies,12.84
14/05/2018,Standard Class,Consumer,East,Technology,539.97
14/05/2018,Standard Class,Consumer,East,Office Supplies,22.58
14/03/2016,Standard Class,Consumer,East,Office Supplies,16.52
14/03/2016,Standard Class,Consumer,East,Office Supplies,671.94
14/01/2018,First Class,Corporate,West,Technology,169.064
14/01/2018,First Class,Corporate,West,Office Supplies,168.624
08/03/2016,Standard Class,Corporate,East,Office Supplies,19.44
11/10/2015,First Class,Consumer,West,Office Supplies,31.92
11/10/2015,First Class,Consumer,West,Furniture,433.568
13/04/2016,First Class,Home Office,West,Office Supplies,31.104
13/04/2016,First Class,Home Office,West,Office Supplies,54.816
16/11/2018,Standard Class,Consumer,West,Office Supplies,48.86
01/07/2017,Same Day,Consumer,South,Office Supplies,14.2
01/07/2017,Same Day,Consumer,South,Office Supplies,12.96
01/07/2017,Same Day,Consumer,South,Office Supplies,58.34
29/11/2016,First Class,Home Office,West,Office Supplies,56.3
07/04/2015,Standard Class,Corporate,South,Technology,629.95
07/04/2015,Standard Class,Corporate,South,Office Supplies,122.97
16/06/2017,Second Class,Consumer,West,Office Supplies,46.35
06/03/2018,Standard Class,Home Office,West,Office Supplies,14.976
07/10/2018,Standard Class,Consumer,Central,Office Supplies,4.24
06/10/2018,Standard Class,Home Office,East,Technology,319.96
06/10/2018,Standard Class,Home Office,East,Office Supplies,17.04
06/10/2018,Standard Class,Home Office,East,Office Supplies,344.91
05/12/2017,First Class,Corporate,East,Furniture,81.94
21/10/2017,First Class,Consumer,East,Technology,98.16
18/05/2018,Standard Class,Corporate,Central,Office Supplies,6.874
18/05/2018,Standard Class,Corporate,Central,Office Supplies,1.996
18/05/2018,Standard Class,Corporate,Central,Office Supplies,8.928
26/09/2017,Second Class,Corporate,Central,Office Supplies,9.99
17/11/2018,Standard Class,Consumer,East,Technology,10499.97
08/07/2016,Same Day,Consumer,Central,Office Supplies,21.12
16/11/2016,Standard Class,Corporate,West,Furniture,696.42
16/11/2016,Standard Class,Corporate,West,Technology,304.776
18/06/2016,Standard Class,Consumer,West,Office Supplies,51.98
08/04/2017,Standard Class,Consumer,West,Furniture,24.7
18/04/2016,Second Class,Consumer,East,Office Supplies,21.93
03/12/2017,Standard Class,Consumer,East,Office Supplies,394.816
03/12/2017,Standard Class,Consumer,East,Office Supplies,18.192
10/12/2016,Same Day,Home Office,East,Office Supplies,7.31
10/12/2016,Same Day,Home Office,East,Technology,799.984
10/12/2016,Same Day,Home Office,East,Office Supplies,41.28
10/12/2016,Same Day,Home Office,East,Office Supplies,184.66
31/10/2015,Second Class,Consumer,East,Office Supplies,49.25
31/10/2015,Second Class,Consumer,East,Office Supplies,10.16
31/10/2015,Second Class,Consumer,East,Furniture,14.76
31/10/2015,Second Class,Consumer,East,Office Supplies,34.08
31/10/2015,Second Class,Consumer,East,Furniture,17.67
31/10/2015,Second Class,Consumer,East,Furniture,1604.9
31/10/2015,Second Class,Consumer,East,Furniture,385.686
09/12/2018,Standard Class,Consumer,Central,Office Supplies,15.984
05/05/2015,Second Class,Consumer,South,Office Supplies,9.42
05/05/2015,Second Class,Consumer,South,Office Supplies,6.56
05/05/2015,Second Class,Consumer,South,Office Supplies,24.56
04/03/2017,Standard Class,Consumer,Central,Office Supplies,128.4
30/11/2015,Standard Class,Consumer,East,Office Supplies,62.28
18/02/2016,Standard Class,Corporate,West,Office Supplies,9.24
01/04/2018,First Class,Corporate,West,Furniture,482.664
01/04/2018,First Class,Corporate,West,Technology,4799.984
11/06/2018,Second Class,Consumer,West,Office Supplies,37.94
11/06/2018,Second Class,Consumer,West,Office Supplies,18.288
11/06/2018,Second Class,Consumer,West,Technology,385.8
11/06/2018,Second Class,Consumer,West,Office Supplies,102.96
11/06/2018,Second Class,Consumer,West,Furniture,174.42
30/09/2017,First Class,Consumer,Central,Office Supplies,1.964
13/12/2015,Standard Class,Corporate,Central,Furniture,94.428
11/11/2018,Standard Class,Consumer,Central,Office Supplies,45.92
05/01/2016,Standard Class,Home Office,West,Furniture,61.584
24/03/2017,First Class,Corporate,Central,Office Supplies,22.48
05/07/2018,Standard Class,Corporate,Central,Furniture,332.028
05/07/2018,Standard Class,Corporate,Central,Office Supplies,11.394
05/07/2018,Standard Class,Corporate,Central,Office Supplies,15.552
05/07/2018,Standard Class,Corporate,Central,Office Supplies,31.104
05/07/2018,Standard Class,Corporate,Central,Office Supplies,6.316
21/09/2015,First Class,Home Office,East,Office Supplies,11.352
21/09/2015,First Class,Home Office,East,Office Supplies,20.808
23/07/2017,Standard Class,Home Office,Central,Office Supplies,11.416
29/08/2018,Second Class,Corporate,East,Office Supplies,9.408
26/03/2018,First Class,Home Office,West,Office Supplies,19.83
29/12/2018,Standard Class,Corporate,Central,Office Supplies,209.7
20/09/2015,Standard Class,Home Office,West,Office Supplies,43.92
20/09/2015,Standard Class,Home Office,West,Office Supplies,20.232
04/04/2017,First Class,Home Office,South,Technology,149.97
04/04/2017,First Class,Home Office,South,Office Supplies,27.81
26/03/2015,Standard Class,Corporate,West,Technology,66.3
28/11/2018,Standard Class,Home Office,East,Office Supplies,1.64
28/11/2018,Standard Class,Home Office,East,Furniture,1049.2
28/11/2018,Standard Class,Home Office,East,Furniture,20.9
01/12/2017,Second Class,Consumer,East,Office Supplies,88.08
01/12/2017,Second Class,Consumer,East,Furniture,751.92
19/09/2015,Same Day,Corporate,East,Furniture,887.103
23/10/2016,Same Day,Consumer,South,Technology,55.944
23/10/2016,Same Day,Consumer,South,Office Supplies,10.688
23/10/2016,Same Day,Consumer,South,Technology,11.824
13/10/2018,First Class,Consumer,Central,Office Supplies,63.312
13/10/2018,First Class,Consumer,Central,Office Supplies,96.784
13/10/2018,First Class,Consumer,Central,Furniture,10.476
04/09/2016,Standard Class,Corporate,West,Office Supplies,9.762
14/03/2017,First Class,Corporate,West,Furniture,196.784
28/10/2018,Second Class,Corporate,East,Office Supplies,47.98
15/10/2018,Second Class,Corporate,East,Office Supplies,13.05
07/08/2018,Standard Class,Consumer,Central,Technology,63.96
21/09/2018,Standard Class,Consumer,South,Office Supplies,80.48
03/11/2018,Standard Class,Consumer,East,Office Supplies,11.673
05/11/2017,Standard Class,Consumer,Central,Furniture,863.128
05/11/2017,Standard Class,Consumer,Central,Office Supplies,3.564
05/11/2017,Standard Class,Consumer,Central,Furniture,956.6648
05/11/2017,Standard Class,Consumer,Central,Office Supplies,12.588
05/11/2017,Standard Class,Consumer,Central,Technology,171.96
25/06/2018,Second Class,Consumer,West,Furniture,871.4
26/11/2016,Standard Class,Corporate,South,Furniture,692.472
24/11/2017,Second Class,Corporate,East,Furniture,207.76
21/07/2018,Same Day,Consumer,West,Technology,71.928
21/07/2018,Same Day,Consumer,West,Office Supplies,25.99
23/10/2016,Standard Class,Corporate,West,Office Supplies,3.592
09/07/2016,Standard Class,Corporate,Central,Office Supplies,48.632
18/08/2018,Standard Class,Home Office,West,Office Supplies,323.1
16/04/2017,Standard Class,Corporate,East,Technology,9099.93
16/04/2017,Standard Class,Corporate,East,Furniture,9.96
16/04/2017,Standard Class,Corporate,East,Office Supplies,25.3
14/11/2015,Standard Class,Home Office,East,Office Supplies,11.36
14/11/2015,Standard Class,Home Office,East,Furniture,69.264
20/12/2015,First Class,Consumer,Central,Office Supplies,3.69
20/12/2015,First Class,Consumer,Central,Office Supplies,1103.97
21/11/2016,Second Class,Corporate,Central,Furniture,246.1328
21/11/2016,Second Class,Corporate,Central,Office Supplies,11.696
21/11/2016,Second Class,Corporate,Central,Technology,439.992
28/12/2018,Standard Class,Home Office,South,Office Supplies,64.784
17/05/2016,Standard Class,Corporate,Central,Office Supplies,33.28
17/05/2016,Standard Class,Corporate,Central,Office Supplies,14.088
09/12/2018,Second Class,Home Office,West,Office Supplies,11.16
09/12/2018,Second Class,Home Office,West,Furniture,896.328
09/12/2018,Second Class,Home Office,West,Office Supplies,189.0
10/03/2018,Standard Class,Consumer,East,Technology,53.982
22/10/2018,Standard Class,Corporate,West,Furniture,177.225
03/07/2018,Standard Class,Consumer,West,Furniture,129.39
04/09/2018,Standard Class,Corporate,West,Office Supplies,54.32
23/08/2018,Second Class,Consumer,South,Technology,4367.896
23/08/2018,Second Class,Consumer,South,Office Supplies,49.568
23/08/2018,Second Class,Consumer,South,Office Supplies,161.376
23/08/2018,Second Class,Consumer,South,Furniture,2.784
23/08/2018,Second Class,Consumer,South,Office Supplies,8.72
22/08/2015,Second Class,Home Office,East,Office Supplies,3.912
04/10/2017,Same Day,Consumer,Central,Office Supplies,59.752
26/10/2015,Second Class,Consumer,West,Furniture,63.92
26/10/2015,Second Class,Consumer,West,Technology,383.96
28/06/2017,Same Day,Corporate,West,Office Supplies,7.752
28/06/2017,Same Day,Corporate,West,Office Supplies,33.568
04/11/2015,Standard Class,Consumer,West,Technology,666.344
04/11/2015,Standard Class,Consumer,West,Furniture,573.728
04/11/2015,Standard Class,Consumer,West,Office Supplies,21.936
04/11/2015,Standard Class,Consumer,West,Office Supplies,19.44
04/11/2015,Standard Class,Consumer,West,Technology,447.968
