Order Date,Ship Mode,Segment,Region,Category
19/06/2016,Standard Class,Consumer,West,Furniture
19/06/2016,Standard Class,Consumer,West,Office Supplies
19/06/2016,Standard Class,Consumer,West,Office Supplies
04/07/2017,First Class,Consumer,West,Furniture
04/07/2017,First Class,Consumer,West,Office Supplies
04/07/2017,First Class,Consumer,West,Furniture
04/07/2017,First Class,Consumer,West,Office Supplies
03/09/2016,Standard Class,Home Office,West,Furniture
03/09/2016,Standard Class,Home Office,West,Office Supplies
07/08/2018,Standard Class,Consumer,West,Office Supplies
13/03/2018,Standard Class,Consumer,West,Office Supplies
28/09/2018,First Class,Home Office,West,Furniture
28/09/2018,First Class,Home Office,West,Office Supplies
28/09/2018,First Class,Home Office,West,Technology
28/09/2018,First Class,Home Office,West,Office Supplies
28/09/2018,First Class,Home Office,West,Office Supplies
28/09/2018,First Class,Home Office,West,Office Supplies
07/08/2016,Standard Class,Corporate,West,Office Supplies
24/11/2018,Standard Class,Consumer,East,Office Supplies
24/11/2018,Standard Class,Consumer,East,Office Supplies
24/11/2018,Standard Class,Consumer,East,Furniture
24/11/2018,Standard Class,Consumer,East,Office Supplies
08/05/2018,Standard Class,Corporate,East,Furniture
29/09/2018,Same Day,Home Office,East,Furniture
29/09/2018,Same Day,Home Office,East,Technology
29/09/2018,Same Day,Home Office,East,Furniture
29/09/2018,Same Day,Home Office,East,Office Supplies
29/09/2018,Same Day,Home Office,East,Furniture
29/09/2018,Same Day,Home Office,East,Office Supplies
22/10/2018,Same Day,Consumer,Central,Office Supplies
22/10/2018,Same Day,Consumer,Central,Furniture
24/03/2015,Standard Class,Consumer,East,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
03/11/2017,Standard Class,Consumer,West,Office Supplies
05/09/2016,Standard Class,Home Office,Central,Office Supplies
05/09/2016,Standard Class,Home Office,Central,Office Supplies
05/09/2016,Standard Class,Home Office,Central,Office Supplies
14/08/2018,Standard Class,Consumer,West,Furniture
01/12/2015,Second Class,Consumer,East,Technology
01/12/2015,Second Class,Consumer,East,Furniture
01/12/2015,Second Class,Consumer,East,Office Supplies
01/12/2015,Second Class,Consumer,East,Furniture
18/06/2018,Standard Class,Consumer,West,Furniture
18/06/2018,Standard Class,Consumer,West,Office Supplies
02/12/2018,Standard Class,Consumer,East,Office Supplies
21/11/2015,Standard Class,Corporate,West,Office Supplies
10/04/2017,Standard Class,Corporate,West,Office Supplies
10/04/2017,Standard Class,Corporate,West,Office Supplies
30/06/2015,Standard Class,Corporate,Central,Office Supplies
30/06/2015,Standard Class,Corporate,Central,Office Supplies
24/12/2015,Standard Class,Home Office,West,Technology
24/12/2015,Standard Class,Home Office,West,Office Supplies
24/12/2015,Standard Class,Home Office,West,Technology
24/12/2015,Standard Class,Home Office,West,Technology
24/12/2015,Standard Class,Home Office,West,Office Supplies
24/12/2015,Standard Class,Home Office,West,Furniture
23/05/2018,Standard Class,Consumer,West,Furniture
10/11/2017,Standard Class,Corporate,Central,Furniture
10/11/2017,Standard Class,Corporate,Central,Office Supplies
02/10/2017,First Class,Consumer,West,Office Supplies
06/09/2017,First Class,Consumer,Central,Office Supplies
27/10/2017,Second Class,Consumer,South,Furniture
22/10/2018,Standard Class,Home Office,Central,Office Supplies
15/09/2017,Standard Class,Consumer,West,Office Supplies
15/09/2017,Standard Class,Consumer,West,Office Supplies
25/09/2017,Standard Class,Consumer,West,Office Supplies
10/06/2018,Standard Class,Corporate,South,Office Supplies
20/02/2015,Standard Class,Corporate,Central,Technology
20/02/2015,Standard Class,Corporate,Central,Furniture
20/02/2018,Second Class,Corporate,West,Office Supplies
02/11/2015,Standard Class,Consumer,East,Office Supplies
02/11/2015,Standard Class,Consumer,East,Furniture
17/07/2018,Standard Class,Home Office,East,Technology
17/07/2018,Standard Class,Home Office,East,Office Supplies
17/07/2018,Standard Class,Home Office,East,Furniture
08/09/2018,Second Class,Corporate,East,Technology
14/11/2017,Standard Class,Consumer,Central,Office Supplies
14/11/2017,First Class,Consumer,East,Furniture
14/11/2017,First Class,Consumer,East,Office Supplies
10/10/2015,Same Day,Home Office,West,Furniture
10/10/2015,Same Day,Home Office,West,Office Supplies
19/03/2016,Standard Class,Corporate,West,Office Supplies
08/07/2018,Standard Class,Home Office,West,Furniture
08/07/2018,Standard Class,Home Office,West,Office Supplies
08/07/2018,Standard Class,Home Office,West,Office Supplies
08/07/2018,Standard Class,Home Office,West,Office Supplies
27/02/2016,Standard Class,Corporate,East,Technology
27/02/2016,Standard Class,Corporate,East,Furniture
16/06/2018,Standard Class,Corporate,Central,Office Supplies
30/03/2018,First Class,Consumer,Central,Office Supplies
12/07/2016,Second Class,Consumer,Central,Furniture
12/07/2016,Second Class,Consumer,Central,Technology
12/07/2016,Second Class,Consumer,Central,Technology
12/07/2016,Second Class,Consumer,Central,Office Supplies
12/07/2016,Second Class,Consumer,Central,Office Supplies
12/07/2016,Second Class,Consumer,Central,Furniture
12/07/2016,Second Class,Consumer,Central,Technology
30/04/2018,First Class,Consumer,East,Office Supplies
13/07/2015,Standard Class,Corporate,West,Furniture
27/12/2015,Standard Class,Consumer,West,Furniture
27/12/2015,Standard Class,Consumer,West,Office Supplies
27/02/2017,Second Class,Consumer,Central,Office Supplies
23/03/2016,First Class,Consumer,South,Office Supplies
23/03/2016,First Class,Consumer,South,Office Supplies
21/10/2018,Standard Class,Consumer,West,Office Supplies
31/12/2015,Standard Class,Corporate,Central,Office Supplies
05/05/2015,First Class,Consumer,Central,Furniture
04/12/2016,Second Class,Corporate,West,Office Supplies
04/12/2016,Second Class,Corporate,West,Technology
04/12/2016,Second Class,Corporate,West,Furniture
26/09/2018,Standard Class,Home Office,South,Furniture
09/12/2015,Standard Class,Corporate,West,Office Supplies
03/12/2018,Standard Class,Consumer,South,Office Supplies
03/12/2018,Standard Class,Consumer,South,Office Supplies
03/12/2018,Standard Class,Consumer,South,Office Supplies
08/11/2016,Standard Class,Consumer,Central,Office Supplies
19/04/2015,Second Class,Home Office,West,Furniture
25/05/2016,Second Class,Home Office,Central,Office Supplies
25/05/2016,Second Class,Home Office,Central,Office Supplies
17/07/2018,Standard Class,Home Office,West,Technology
12/12/2017,Standard Class,Home Office,Central,Technology
12/12/2017,Standard Class,Home Office,Central,Furniture
12/12/2017,Standard Class,Home Office,Central,Office Supplies
12/12/2017,Standard Class,Home Office,Central,Office Supplies
11/04/2015,Standard Class,Consumer,West,Office Supplies
09/06/2016,Standard Class,Home Office,South,Office Supplies
27/07/2015,Standard Class,Corporate,East,Office Supplies
31/07/2016,Standard Class,Corporate,South,Technology
19/09/2017,First Class,Home Office,East,Furniture
10/06/2017,First Class,Consumer,East,Office Supplies
26/08/2017,Second Class,Corporate,West,Office Supplies
02/11/2018,Second Class,Home Office,West,Office Supplies
02/11/2018,Second Class,Home Office,West,Office Supplies
02/11/2018,Second Class,Home Office,West,Office Supplies
02/11/2018,Second Class,Home Office,West,Office Supplies
02/11/2018,Second Class,Home Office,West,Furniture
02/11/2018,Second Class,Home Office,West,Office Supplies
26/12/2017,Standard Class,Corporate,West,Office Supplies
26/12/2017,Standard Class,Corporate,West,Technology
26/12/2017,Standard Class,Corporate,West,Furniture
26/12/2017,Standard Class,Corporate,West,Office Supplies
26/12/2017,Standard Class,Corporate,West,Furniture
26/12/2017,Standard Class,Corporate,West,Office Supplies
05/12/2017,Second Class,Home Office,East,Office Supplies
28/08/2018,Standard Class,Home Office,Central,Office Supplies
28/08/2018,Standard Class,Home Office,Central,Office Supplies
16/07/2016,Standard Class,Home Office,East,Furniture
16/07/2016,Standard Class,Home Office,East,Office Supplies
16/07/2016,Standard Class,Home Office,East,Office Supplies
26/05/2016,Second Class,Home Office,South,Office Supplies
26/05/2016,Second Class,Home Office,South,Office Supplies
26/05/2016,Second Class,Home Office,South,Office Supplies
26/05/2016,Second Class,Home Office,South,Technology
28/05/2016,Standard Class,Consumer,East,Technology
28/05/2016,Standard Class,Consumer,East,Office Supplies
28/05/2016,Standard Class,Consumer,East,Office Supplies
28/05/2016,Standard Class,Consumer,East,Office Supplies
09/11/2018,Standard Class,Consumer,West,Furniture
24/01/2017,Second Class,Corporate,South,Office Supplies
31/12/2017,Standard Class,Consumer,South,Office Supplies
31/12/2017,Standard Class,Consumer,South,Office Supplies
05/09/2017,Standard Class,Home Office,Central,Office Supplies
05/09/2017,Standard Class,Home Office,Central,Office Supplies
04/09/2016,Second Class,Corporate,Central,Technology
21/09/2016,Standard Class,Home Office,East,Technology
21/09/2016,Standard Class,Home Office,East,Furniture
24/12/2018,First Class,Home Office,West,Technology
24/12/2018,First Class,Home Office,West,Office Supplies
05/10/2016,Second Class,Corporate,East,Office Supplies
09/09/2018,Standard Class,Consumer,South,Office Supplies
09/09/2018,Standard Class,Consumer,South,Office Supplies
09/09/2018,Standard Class,Consumer,South,Office Supplies
09/09/2018,Standard Class,Consumer,South,Furniture
13/11/2017,Standard Class,Corporate,East,Office Supplies
13/11/2017,Standard Class,Corporate,East,Office Supplies
13/11/2017,Standard Class,Corporate,East,Office Supplies
13/11/2017,Standard Class,Corporate,East,Office Supplies
15/10/2016,Same Day,Consumer,Central,Furniture
03/08/2018,Second Class,Consumer,West,Office Supplies
03/08/2018,Second Class,Consumer,West,Furniture
21/08/2016,Standard Class,Corporate,West,Furniture
21/08/2016,Standard Class,Corporate,West,Office Supplies
12/03/2018,Standard Class,Corporate,West,Office Supplies
27/04/2018,First Class,Consumer,West,Office Supplies
27/04/2018,First Class,Consumer,West,Office Supplies
27/04/2018,First Class,Consumer,West,Office Supplies
11/09/2017,Standard Class,Consumer,South,Technology
11/09/2017,Standard Class,Consumer,South,Office Supplies
22/10/2018,Second Class,Consumer,West,Office Supplies
22/10/2018,Second Class,Consumer,West,Furniture
02/08/2016,Standard Class,Consumer,West,Office Supplies
02/08/2016,Standard Class,Consumer,West,Technology
12/08/2017,Standard Class,Home Office,East,Furniture
30/05/2015,Standard Class,Corporate,South,Office Supplies
26/04/2017,Standard Class,Home Office,East,Furniture
14/05/2018,Standard Class,Corporate,West,Office Supplies
14/05/2018,Standard Class,Corporate,West,Office Supplies
08/04/2018,Standard Class,Home Office,West,Office Supplies
08/04/2018,Standard Class,Home Office,West,Office Supplies
17/02/2018,Standard Class,Home Office,East,Office Supplies
17/02/2018,Standard Class,Home Office,East,Office Supplies
24/06/2018,Second Class,Consumer,West,Office Supplies
05/05/2015,Standard Class,Corporate,Central,Office Supplies
03/05/2016,Standard Class,Consumer,East,Office Supplies
03/05/2016,Standard Class,Consumer,East,Office Supplies
03/05/2016,Standard Class,Consumer,East,Office Supplies
03/05/2016,Standard Class,Consumer,East,Office Supplies
03/05/2016,Standard Class,Consumer,East,Technology
03/05/2016,Standard Class,Consumer,East,Furniture
03/05/2016,Standard Class,Consumer,East,Office Supplies
18/09/2017,Standard Class,Consumer,South,Office Supplies
22/09/2017,Standard Class,Consumer,South,Office Supplies
22/09/2017,Standard Class,Consumer,South,Office Supplies
10/01/2017,Standard Class,Corporate,West,Furniture
10/01/2017,Standard Class,Corporate,West,Technology
06/05/2018,Standard Class,Corporate,Central,Office Supplies
06/05/2018,Standard Class,Corporate,Central,Furniture
06/05/2018,Standard Class,Corporate,Central,Office Supplies
31/07/2017,Standard Class,Consumer,Central,Office Supplies
31/07/2017,Standard Class,Consumer,Central,Technology
31/07/2017,Standard Class,Consumer,Central,Technology
31/07/2017,Standard Class,Consumer,Central,Furniture
27/03/2018,Second Class,Consumer,East,Furniture
14/03/2015,Standard Class,Consumer,West,Office Supplies
14/03/2015,Standard Class,Consumer,West,Office Supplies
14/03/2015,Standard Class,Consumer,West,Technology
14/03/2015,Standard Class,Consumer,West,Office Supplies
14/03/2015,Standard Class,Consumer,West,Office Supplies
14/07/2017,Second Class,Consumer,East,Office Supplies
01/12/2017,Same Day,Consumer,South,Technology
29/08/2017,Standard Class,Corporate,East,Furniture
29/08/2017,Standard Class,Corporate,East,Furniture
29/08/2017,Standard Class,Corporate,East,Office Supplies
29/08/2017,Standard Class,Corporate,East,Office Supplies
24/06/2017,Standard Class,Consumer,Central,Technology
30/03/2018,Standard Class,Consumer,East,Office Supplies
20/12/2015,First Class,Consumer,West,Furniture
20/12/2015,First Class,Consumer,West,Technology
20/12/2015,First Class,Consumer,West,Furniture
20/12/2015,First Class,Consumer,West,Office Supplies
20/12/2015,First Class,Consumer,West,Office Supplies
17/12/2016,Same Day,Consumer,Central,Office Supplies
17/12/2016,Same Day,Consumer,Central,Furniture
17/12/2016,Same Day,Consumer,Central,Furniture
17/12/2016,Same Day,Consumer,Central,Furniture
17/12/2016,Same Day,Consumer,Central,Furniture
11/05/2018,Standard Class,Home Office,Central,Office Supplies
11/05/2018,Standard Class,Home Office,Central,Office Supplies
11/05/2018,Standard Class,Home Office,Central,Office Supplies
11/05/2018,Standard Class,Home Office,Central,Furniture
24/06/2017,Standard Class,Corporate,Central,Office Supplies
17/05/2017,First Class,Consumer,East,Office Supplies
17/05/2017,First Class,Consumer,East,Office Supplies
17/05/2017,First Class,Consumer,East,Furniture
29/06/2018,First Class,Consumer,West,Office Supplies
29/06/2018,First Class,Consumer,West,Office Supplies
29/06/2018,First Class,Consumer,West,Office Supplies
29/06/2018,First Class,Consumer,West,Technology
31/03/2015,Same Day,Consumer,East,Office Supplies
16/12/2015,Standard Class,Consumer,Central,Office Supplies
16/12/2015,Standard Class,Consumer,Central,Furniture
18/05/2018,First Class,Consumer,West,Technology
12/05/2016,Standard Class,Consumer,West,Technology
03/12/2018,Second Class,Home Office,West,Furniture
12/12/2016,Standard Class,Consumer,East,Office Supplies
10/10/2016,First Class,Corporate,West,Office Supplies
18/04/2016,Second Class,Home Office,West,Office Supplies
18/04/2016,Second Class,Home Office,West,Office Supplies
07/06/2015,Second Class,Consumer,Central,Furniture
01/09/2018,Standard Class,Home Office,West,Office Supplies
22/05/2017,Same Day,Consumer,South,Office Supplies
11/11/2017,Standard Class,Home Office,South,Office Supplies
11/11/2017,Standard Class,Home Office,South,Office Supplies
25/11/2015,Second Class,Home Office,East,Office Supplies
25/11/2015,Second Class,Home Office,East,Furniture
07/11/2015,Standard Class,Consumer,West,Office Supplies
18/07/2017,Second Class,Consumer,Central,Technology
29/03/2016,Second Class,Consumer,West,Office Supplies
29/03/2016,Second Class,Consumer,West,Office Supplies
29/03/2016,Second Class,Consumer,West,Technology
29/03/2016,Second Class,Consumer,West,Furniture
07/04/2017,Standard Class,Corporate,East,Furniture
13/06/2016,Standard Class,Home Office,East,Office Supplies
13/06/2016,Standard Class,Home Office,East,Office Supplies
13/06/2016,Standard Class,Home Office,East,Technology
18/02/2016,Standard Class,Consumer,West,Office Supplies
18/02/2016,Standard Class,Consumer,West,Furniture
12/11/2018,Standard Class,Consumer,West,Office Supplies
12/11/2018,Standard Class,Consumer,West,Office Supplies
12/11/2018,Standard Class,Consumer,West,Office Supplies
05/03/2018,Same Day,Consumer,Central,Office Supplies
05/03/2018,Same Day,Consumer,Central,Office Supplies
05/03/2018,Same Day,Consumer,Central,Office Supplies
05/03/2018,Same Day,Consumer,Central,Office Supplies
03/03/2017,Same Day,Corporate,West,Office Supplies
03/03/2017,Same Day,Corporate,West,Furniture
24/12/2017,First Class,Corporate,West,Office Supplies
07/10/2017,First Class,Corporate,West,Technology
09/12/2017,Standard Class,Consumer,South,Technology
20/11/2018,Standard Class,Consumer,South,Furniture
12/12/2016,Standard Class,Consumer,Central,Technology
03/02/2018,Standard Class,Consumer,South,Office Supplies
03/02/2018,Standard Class,Consumer,South,Office Supplies
21/09/2018,Standard Class,Consumer,East,Office Supplies
30/04/2018,Standard Class,Home Office,Central,Office Supplies
03/11/2015,Standard Class,Consumer,East,Technology
03/11/2015,Standard Class,Consumer,East,Office Supplies
03/11/2015,Standard Class,Consumer,East,Office Supplies
30/12/2017,Standard Class,Consumer,East,Office Supplies
30/12/2017,Standard Class,Consumer,East,Office Supplies
17/09/2015,Standard Class,Consumer,West,Office Supplies
24/11/2018,First Class,Consumer,West,Office Supplies
24/04/2016,Standard Class,Home Office,East,Office Supplies
09/03/2016,First Class,Corporate,Central,Technology
09/03/2016,First Class,Corporate,Central,Technology
02/06/2018,Same Day,Consumer,South,Office Supplies
19/09/2017,Second Class,Home Office,West,Office Supplies
19/09/2017,Second Class,Home Office,West,Office Supplies
31/10/2015,Second Class,Consumer,West,Technology
23/11/2018,Standard Class,Consumer,Central,Furniture
23/11/2018,Standard Class,Consumer,Central,Office Supplies
23/11/2018,Standard Class,Consumer,Central,Technology
16/11/2018,Standard Class,Home Office,West,Office Supplies
19/02/2017,Second Class,Corporate,East,Office Supplies
19/02/2017,Second Class,Corporate,East,Office Supplies
07/11/2018,Standard Class,Consumer,East,Office Supplies
08/07/2015,First Class,Consumer,East,Furniture
07/11/2015,Standard Class,Consumer,Central,Furniture
07/11/2015,Standard Class,Consumer,Central,Office Supplies
07/11/2015,Standard Class,Consumer,Central,Office Supplies
28/01/2018,Standard Class,Consumer,Central,Office Supplies
11/12/2016,Standard Class,Consumer,West,Office Supplies
11/12/2016,Standard Class,Consumer,West,Furniture
11/12/2016,Standard Class,Consumer,West,Office Supplies
11/12/2016,Standard Class,Consumer,West,Technology
11/12/2016,Standard Class,Consumer,West,Furniture
11/12/2016,Standard Class,Consumer,West,Furniture
11/12/2016,Standard Class,Consumer,West,Furniture
11/12/2016,Standard Class,Consumer,West,Office Supplies
11/12/2016,Standard Class,Consumer,West,Office Supplies
29/06/2016,Standard Class,Consumer,East,Office Supplies
16/03/2016,Standard Class,Corporate,West,Furniture
13/08/2016,Standard Class,Consumer,South,Office Supplies
14/05/2017,Standard Class,Corporate,South,Office Supplies
14/05/2017,Standard Class,Corporate,South,Office Supplies
14/05/2017,Standard Class,Corporate,South,Furniture
14/05/2017,Standard Class,Corporate,South,Technology
14/05/2017,Standard Class,Corporate,South,Office Supplies
14/05/2017,Standard Class,Corporate,South,Office Supplies
14/05/2017,Standard Class,Corporate,South,Office Supplies
13/07/2018,Second Class,Consumer,East,Technology
13/07/2018,Second Class,Consumer,East,Furniture
22/11/2016,Second Class,Consumer,West,Office Supplies
22/11/2016,Second Class,Consumer,West,Office Supplies
22/11/2016,Second Class,Consumer,West,Office Supplies
23/11/2015,Standard Class,Corporate,East,Office Supplies
27/12/2016,First Class,Consumer,Central,Office Supplies
27/12/2016,First Class,Consumer,Central,Technology
14/11/2017,Second Class,Consumer,East,Furniture
14/11/2017,Second Class,Consumer,East,Technology
14/11/2017,Second Class,Consumer,East,Furniture
08/05/2017,First Class,Consumer,West,Office Supplies
26/12/2015,Standard Class,Consumer,East,Office Supplies
26/12/2015,Standard Class,Consumer,East,Office Supplies
26/12/2015,Standard Class,Consumer,East,Office Supplies
26/12/2015,Standard Class,Consumer,East,Office Supplies
08/06/2018,Standard Class,Consumer,East,Office Supplies
07/04/2016,Standard Class,Consumer,Central,Office Supplies
07/04/2016,Standard Class,Consumer,Central,Technology
10/07/2017,Same Day,Home Office,West,Office Supplies
21/11/2017,Standard Class,Consumer,East,Technology
21/11/2017,Standard Class,Consumer,East,Furniture
21/11/2017,Standard Class,Consumer,East,Furniture
12/11/2018,First Class,Corporate,West,Office Supplies
01/11/2015,Standard Class,Corporate,South,Office Supplies
01/11/2015,Standard Class,Corporate,South,Office Supplies
15/05/2017,Standard Class,Consumer,East,Office Supplies
07/11/2015,Standard Class,Consumer,Central,Office Supplies
07/11/2015,Standard Class,Consumer,Central,Office Supplies
07/11/2015,Standard Class,Consumer,Central,Office Supplies
07/11/2015,Standard Class,Consumer,Central,Office Supplies
05/10/2018,Standard Class,Home Office,West,Office Supplies
05/10/2018,Standard Class,Home Office,West,Office Supplies
05/10/2018,Standard Class,Home Office,West,Office Supplies
01/06/2018,First Class,Consumer,East,Office Supplies
01/06/2018,First Class,Consumer,East,Office Supplies
01/06/2018,First Class,Consumer,East,Technology
20/11/2018,Standard Class,Home Office,South,Furniture
23/12/2017,Standard Class,Consumer,East,Office Supplies
29/09/2018,Standard Class,Consumer,South,Office Supplies
07/11/2017,First Class,Consumer,East,Office Supplies
04/04/2015,First Class,Corporate,West,Office Supplies
23/07/2016,Second Class,Consumer,East,Office Supplies
25/06/2015,Second Class,Corporate,West,Technology
25/06/2015,Second Class,Corporate,West,Office Supplies
25/06/2015,Second Class,Corporate,West,Office Supplies
08/09/2015,Standard Class,Consumer,West,Office Supplies
08/09/2015,Standard Class,Consumer,West,Furniture
08/09/2015,Standard Class,Consumer,West,Office Supplies
08/09/2015,Standard Class,Consumer,West,Office Supplies
12/12/2015,Second Class,Consumer,West,Furniture
12/12/2015,Second Class,Consumer,West,Office Supplies
12/12/2015,Second Class,Consumer,West,Furniture
13/01/2016,Standard Class,Consumer,West,Office Supplies
13/01/2016,Standard Class,Consumer,West,Furniture
13/01/2016,Standard Class,Consumer,West,Furniture
15/12/2018,Standard Class,Corporate,Central,Office Supplies
18/12/2017,Standard Class,Corporate,East,Office Supplies
11/04/2015,Second Class,Home Office,Central,Technology
10/11/2017,Standard Class,Corporate,East,Office Supplies
10/11/2017,Standard Class,Corporate,East,Office Supplies
26/06/2018,Standard Class,Consumer,East,Technology
13/11/2018,Standard Class,Consumer,West,Furniture
13/11/2018,Standard Class,Consumer,West,Office Supplies
13/11/2018,Standard Class,Consumer,West,Office Supplies
13/11/2018,Standard Class,Consumer,West,Office Supplies
24/11/2018,Standard Class,Corporate,East,Technology
24/11/2018,Standard Class,Corporate,East,Office Supplies
23/05/2018,Standard Class,Consumer,Central,Office Supplies
23/05/2018,Standard Class,Consumer,Central,Office Supplies
23/05/2018,Standard Class,Consumer,Central,Office Supplies
23/05/2018,Standard Class,Consumer,Central,Office Supplies
02/12/2015,Standard Class,Corporate,East,Technology
03/10/2015,Standard Class,Home Office,South,Office Supplies
03/10/2015,Standard Class,Home Office,South,Office Supplies
29/07/2017,First Class,Consumer,South,Office Supplies
02/11/2018,Second Class,Corporate,South,Office Supplies
02/11/2018,Second Class,Corporate,South,Furniture
02/11/2018,Second Class,Corporate,South,Technology
02/11/2018,Second Class,Corporate,South,Office Supplies
08/03/2018,Standard Class,Consumer,West,Office Supplies
08/03/2018,Standard Class,Consumer,West,Office Supplies
16/12/2015,Standard Class,Corporate,Central,Office Supplies
28/11/2017,Second Class,Corporate,South,Furniture
28/11/2017,Second Class,Corporate,South,Technology
28/11/2017,Second Class,Corporate,South,Office Supplies
28/11/2017,Second Class,Corporate,South,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
23/12/2017,Standard Class,Corporate,West,Office Supplies
15/10/2015,First Class,Consumer,East,Furniture
15/10/2015,First Class,Consumer,East,Office Supplies
22/08/2017,Standard Class,Consumer,West,Office Supplies
17/12/2018,Standard Class,Corporate,West,Office Supplies
17/12/2018,Standard Class,Corporate,West,Office Supplies
07/03/2018,Standard Class,Consumer,East,Office Supplies
07/03/2018,Standard Class,Consumer,East,Office Supplies
01/12/2015,Second Class,Corporate,Central,Furniture
14/10/2015,Second Class,Corporate,East,Office Supplies
14/10/2015,Second Class,Corporate,East,Office Supplies
18/11/2015,Second Class,Consumer,East,Office Supplies
18/11/2015,Second Class,Consumer,East,Technology
14/01/2018,Standard Class,Consumer,South,Office Supplies
14/01/2018,Standard Class,Consumer,South,Office Supplies
14/01/2018,Standard Class,Consumer,South,Technology
14/01/2018,Standard Class,Consumer,South,Office Supplies
14/01/2018,Standard Class,Consumer,South,Office Supplies
24/09/2016,Second Class,Consumer,West,Office Supplies
24/09/2016,Second Class,Consumer,West,Office Supplies
09/10/2018,Second Class,Consumer,Central,Office Supplies
09/10/2018,Second Class,Consumer,Central,Furniture
02/01/2017,Standard Class,Corporate,East,Furniture
02/01/2017,Standard Class,Corporate,East,Technology
19/08/2018,Standard Class,Consumer,Central,Office Supplies
25/12/2018,Second Class,Home Office,South,Office Supplies
25/12/2018,Second Class,Home Office,South,Office Supplies
25/12/2018,Second Class,Home Office,South,Office Supplies
25/12/2018,Second Class,Home Office,South,Technology
10/09/2018,First Class,Corporate,East,Office Supplies
19/10/2018,Standard Class,Consumer,Central,Furniture
01/12/2018,Standard Class,Home Office,East,Office Supplies
01/12/2018,Standard Class,Home Office,East,Furniture
02/09/2015,First Class,Consumer,East,Office Supplies
02/09/2015,First Class,Consumer,East,Office Supplies
25/03/2018,Standard Class,Corporate,West,Office Supplies
28/09/2016,Standard Class,Consumer,West,Office Supplies
28/09/2016,Standard Class,Consumer,West,Office Supplies
28/09/2016,Standard Class,Consumer,West,Office Supplies
15/03/2016,Standard Class,Corporate,West,Technology
06/01/2018,Standard Class,Home Office,South,Office Supplies
13/01/2015,Standard Class,Consumer,West,Office Supplies
13/01/2015,Standard Class,Consumer,West,Furniture
13/01/2015,Standard Class,Consumer,West,Office Supplies
06/02/2016,Standard Class,Consumer,East,Furniture
06/02/2016,Standard Class,Consumer,East,Furniture
06/02/2016,Standard Class,Consumer,East,Office Supplies
21/12/2018,Standard Class,Consumer,Central,Office Supplies
05/09/2017,First Class,Consumer,West,Office Supplies
05/09/2017,First Class,Consumer,West,Office Supplies
05/09/2017,First Class,Consumer,West,Office Supplies
04/10/2015,Standard Class,Consumer,West,Office Supplies
27/11/2018,Standard Class,Consumer,West,Office Supplies
27/11/2018,Standard Class,Consumer,West,Furniture
28/10/2017,Second Class,Consumer,East,Office Supplies
09/06/2016,Standard Class,Consumer,Central,Office Supplies
08/12/2018,Second Class,Corporate,West,Office Supplies
16/03/2016,Standard Class,Corporate,East,Technology
09/06/2015,Second Class,Corporate,West,Office Supplies
09/06/2015,Second Class,Corporate,West,Office Supplies
09/06/2015,Second Class,Corporate,West,Furniture
20/03/2016,Standard Class,Consumer,Central,Office Supplies
20/03/2016,Standard Class,Consumer,Central,Office Supplies
18/11/2017,Standard Class,Home Office,West,Technology
18/11/2017,Standard Class,Home Office,West,Office Supplies
07/03/2015,First Class,Consumer,West,Furniture
07/03/2015,First Class,Consumer,West,Office Supplies
07/03/2015,First Class,Consumer,West,Office Supplies
15/05/2017,Second Class,Consumer,South,Office Supplies
25/05/2016,Second Class,Corporate,South,Technology
02/08/2016,Second Class,Home Office,East,Technology
02/08/2016,Second Class,Home Office,East,Office Supplies
02/08/2016,Second Class,Home Office,East,Technology
02/08/2016,Second Class,Home Office,East,Furniture
06/11/2017,First Class,Corporate,South,Furniture
06/11/2017,First Class,Corporate,South,Office Supplies
06/11/2017,First Class,Corporate,South,Furniture
06/11/2017,First Class,Corporate,South,Office Supplies
07/11/2017,Standard Class,Home Office,West,Office Supplies
18/09/2016,Second Class,Corporate,South,Technology
07/12/2016,First Class,Consumer,East,Office Supplies
07/12/2016,First Class,Consumer,East,Office Supplies
07/12/2016,First Class,Consumer,East,Technology
09/12/2017,Second Class,Corporate,Central,Office Supplies
09/12/2017,Second Class,Corporate,Central,Office Supplies
09/12/2017,Second Class,Corporate,Central,Technology
16/11/2015,Standard Class,Corporate,West,Office Supplies
06/11/2017,Second Class,Consumer,West,Office Supplies
06/09/2016,Standard Class,Corporate,South,Office Supplies
03/09/2015,Same Day,Consumer,East,Office Supplies
24/04/2017,Standard Class,Home Office,West,Office Supplies
24/04/2017,Standard Class,Home Office,West,Furniture
24/04/2017,Standard Class,Home Office,West,Office Supplies
